Name	Age	Nationality	Club	Value	Wage
Fali	24.0	Spain	Gimnàstic de Tarragona	900000.0	3000.0
Chus Herrero	34.0	Spain	Albacete BP	230000.0	3000.0
Kim Oh Gyu	29.0	Korea Republic	Gangwon FC	600000.0	2000.0
	22.0	Mexico	Santos Laguna	1000000.0	6000.0
C. Lizarazo	27.0	Colombia	América de Cali		1000.0
D. Braaten	36.0	Norway	SK Brann	260000.0	2000.0
A. Bannink	28.0	Netherlands	FC Emmen	650000.0	3000.0
S. Wootton	26.0	England	Plymouth Argyle	675000.0	4000.0
H. Mojica	25.0	Colombia	Atlético Bucaramanga	825000.0	1000.0
T. McNamara	27.0	United States	New York City FC	675000.0	3000.0
Kwak Tae Hwi	36.0	Korea Republic	FC Seoul	90000.0	2000.0
C. Martins Pereira	21.0	Luxembourg	ESTAC Troyes	1000000.0	10000.0
O. Bogle	24.0	England	Birmingham City	850000.0	12000.0
N. Devlin	24.0	Scotland	Walsall	650000.0	2000.0
M. Marras	24.0	Italy	Pescara	800000.0	2000.0
D. de Wit	20.0	Netherlands	Ajax	975000.0	4000.0
José Carlos	22.0	Spain	CD Lugo	900000.0	2000.0
M. Sordell	27.0	England	Burton Albion	675000.0	4000.0
S. Carrasco	29.0	United States	LA Galaxy	500000.0	3000.0
M. Gelabert	36.0	Argentina	San Martín de San Juan	200000.0	3000.0
H. Watanabe	30.0	Japan	Vissel Kobe	475000.0	3000.0
K. Rodrigues Pires	26.0	Portugal	SC Preußen Münster	750000.0	2000.0
B. Manuel	21.0	Belgium	Royal Excel Mouscron	950000.0	4000.0
Álex López	24.0	Spain	RCD Mallorca	875000.0	3000.0
L. Cabezas	32.0	Colombia	La Equidad	525000.0	1000.0
A. Bussaglia	21.0	Italy	Cittadella	1000000.0	1000.0
L. Copete	29.0	Nicaragua	Deportivo Pasto	500000.0	
M. Crimi		Italy	Spezia	650000.0	2000.0
D. Toia	26.0	United States	Orlando City SC	625000.0	2000.0
D. Bakker			ADO Den Haag	700000.0	2000.0
Lucas	25.0	Brazil	FC Luzern	700000.0	4000.0
Neto Borges	21.0	Brazil	Hammarby IF	850000.0	1000.0
D. Frare	22.0	Italy	Cittadella	825000.0	1000.0
C. Rivas	24.0		Atlético Nacional	925000.0	3000.0
B. Straalman	21.0	Netherlands	De Graafschap	750000.0	2000.0
	30.0	Sierra Leone	FC Zürich	475000.0	4000.0
	23.0	Norway		875000.0	2000.0
F. Ahmadzadeh	25.0	Iran	Śląsk Wrocław	775000.0	
K. Engel	29.0	Kazakhstan	VfL Osnabrück	475000.0	2000.0
A. Straith	27.0	Canada	VfL Sportfreunde Lotte	550000.0	1000.0
Y. Rivera	29.0	Colombia	América de Cali	625000.0	1000.0
K. Opseth	28.0	Norway	FK Bodø/Glimt		2000.0
J. Naismith	24.0	Scotland	Peterborough United	750000.0	3000.0
Íñigo López	35.0	Spain	Extremadura UD	150000.0	2000.0
E. Correa	25.0	Colombia	Deportes Tolima	825000.0	1000.0
M. Steinmann	23.0	Germany	Hamburger SV	775000.0	4000.0
Y. Toyoda		Japan	Sagan Tosu	400000.0	2000.0
A. Abeid	20.0	Mauritania	AD Alcorcón	825000.0	4000.0
P. Barrios	28.0	Argentina	Atlético Tucumán	600000.0	4000.0
H. Pertuz	29.0	Colombia	Independiente Medellín	500000.0	1000.0
F. Strauss	23.0	Austria	FC Admira Wacker Mödling	725000.0	3000.0
R. Schwartz	28.0	Denmark	Sarpsborg 08 FF	675000.0	2000.0
C. Kum	32.0	Germany	VVV-Venlo	350000.0	3000.0
M. Albertazzi	27.0	Italy	Livorno	525000.0	1000.0
B. Santalab	35.0	Australia	Perth Glory	300000.0	
F. Nordkvelle	32.0	Norway	Odds BK	475000.0	2000.0
David Haro	27.0	Spain	GIF Sundsvall	675000.0	2000.0
Jadson	26.0	Brazil	Portimonense SC	650000.0	3000.0
João Gabriel		Brazil	Al Batin	500000.0	5000.0
J. Villarreal	24.0	United States	Orlando City SC	875000.0	3000.0
T. Thompson	22.0	United States	San Jose Earthquakes	850000.0	
Reinildo	24.0	Mozambique		700000.0	2000.0
A. Forde	24.0	Republic of Ireland	Rotherham United	825000.0	8000.0
F. Olinga	22.0	Cameroon	Royal Excel Mouscron	900000.0	3000.0
Gaspar	20.0	Spain	UD Almería	950000.0	2000.0
H. Okuno	28.0	Japan	Vegalta Sendai	650000.0	
Y. Takahashi	33.0	Japan	Sagan Tosu	260000.0	2000.0
M. Mirić	31.0	Serbia	Sporting Lokeren	575000.0	5000.0
K. Vassell	25.0	Northern Ireland	Rotherham United	850000.0	10000.0
Rafa Páez	23.0	Spain	FC Sochaux-Montbéliard	725000.0	5000.0
D. Dianessy	22.0	France	Fortuna Sittard	900000.0	2000.0
J. Goossens	29.0	Netherlands	ADO Den Haag	625000.0	3000.0
G. Acosta	26.0	Mexico	Querétaro	2300000.0	4000.0
M. Ihiekwe	25.0	England	Accrington Stanley	650000.0	8000.0
J. Wildsmith	22.0	England	Sheffield Wednesday	800000.0	5000.0
R. Burke	21.0	England	Hull City	925000.0	5000.0
N. Larsen	27.0	Denmark	FC Nordsjælland	550000.0	3000.0
A. Al Ghamdi	23.0	Saudi Arabia	Al Ittihad	875000.0	9000.0
Manu García	27.0		Extremadura UD	6000000.0	2000.0
D. Adorni	25.0	Italy	Cittadella	700000.0	1000.0
C. Gutiérrez		Canada	CD Huachipato	1000000.0	
Ha Chang Rae	23.0	Korea Republic	Pohang Steelers	750000.0	2000.0
M. Ødegaard	25.0	Norway	Tromsø IL	9000000.0	2000.0
V. Ranković	25.0	Germany	FC Hansa Rostock		1000.0
Pedro Chirivella	21.0	Spain	Liverpool		17000.0
	25.0	Saudi Arabia	Al Nassr	675000.0	9000.0
B. Gimber	21.0	Germany	FC Ingolstadt 04	975000.0	5000.0
	22.0	Japan	Portimonense SC	900000.0	3000.0
B. Inman	26.0	Australia	Rochdale	700000.0	2000.0
Aridai	29.0	Spain	RCD Mallorca		3000.0
C. Lenz	23.0	Germany	1. FC Union Berlin	750000.0	7000.0
Sun Jie	26.0	China PR		700000.0	3000.0
R. Pirrello	22.0	Italy	Palermo	900000.0	1000.0
G. Vlijter	21.0	Suriname	Fortuna Sittard	900000.0	2000.0
Álex Díez	22.0	Spain	Extremadura UD	850000.0	2000.0
N. Dumitru	26.0	Italy		700000.0	
	30.0	Saudi Arabia	Al Nassr	475000.0	10000.0
M. Boyle	25.0	Australia	Hibernian	800000.0	2000.0
D. Saddiki	21.0	Netherlands	Willem II	775000.0	2000.0
S. Franklin	33.0	United States	Vancouver Whitecaps FC	250000.0	2000.0
Josimar Feijoo	26.0	Brazil	Chapecoense	550000.0	5000.0
S. Diaz	22.0	Chile	Audax Italiano	825000.0	1000.0
Lee Sang Ho	31.0	Korea Republic	FC Seoul		3000.0
F. Kurto	27.0	Poland		525000.0	1000.0
A. Witry	22.0	Norway	Ranheim Fotball	725000.0	1000.0
L. Varney	35.0	England	Cheltenham Town	300000.0	3000.0
Valverde	33.0	Spain	Extremadura UD	400000.0	
H. Taniguchi	33.0	Japan	Sagan Tosu	260000.0	2000.0
	23.0	Denmark	Aalborg BK	750000.0	4000.0
J. Emmanuel	20.0			825000.0	2000.0
N. Gauna	26.0	Argentina	Curicó Unido	750000.0	2000.0
P. Kovář	32.0	Czech Republic	SK Slavia Praha	375000.0	1000.0
F. Holst	23.0	Denmark	IF Elfsborg	725000.0	2000.0
B. Barker	21.0	England	Preston North End	925000.0	3000.0
L. Trotter	29.0	England	AFC Wimbledon	625000.0	3000.0
F. Narsingh	30.0	Netherlands	De Graafschap	600000.0	3000.0
D. Gustavsson	27.0	Sweden	IF Elfsborg	675000.0	2000.0
C. Dajome	24.0	Colombia	América de Cali	850000.0	1000.0
M. Trapp	26.0	Germany	VfL Osnabrück	625000.0	2000.0
A. Mintzel	36.0	Germany	SV Wehen Wiesbaden	70000.0	
M. Piossek	28.0	Poland	VfL Sportfreunde Lotte		1000.0
Borja Granero	28.0		Extremadura UD	575000.0	2000.0
Son Jeong Hyeon	26.0	Korea Republic	Gyeongnam FC	575000.0	2000.0
Kim Sung Ju	27.0	Korea Republic	Jeju United FC	650000.0	2000.0
C. Dieng	24.0	Senegal	FC Wacker Innsbruck	800000.0	6000.0
M. Cabit	25.0	France	AC Ajaccio	700000.0	
N. Vujadinović	31.0		Lech Poznań	425000.0	3000.0
M. Delač	25.0	Croatia	AC Horsens	575000.0	3000.0
D. Herner	34.0	Argentina	América de Cali	200000.0	1000.0
M. Hilßner	23.0	Germany	FC Hansa Rostock	1000000.0	1000.0
Beto da Silva	21.0	Peru		1000000.0	11000.0
Bastos	26.0	Spain	CF Reus Deportiu	10000000.0	3000.0
F. Farnolle	33.0	Benin	Yeni Malatyaspor	325000.0	
M. Lorenz	29.0		Karlsruher SC	625000.0	3000.0
K. Kallaste	29.0	Estonia	Korona Kielce	475000.0	2000.0
S. Ağçay	36.0	Turkey	MKE Ankaragücü	90000.0	4000.0
M. Wassey	30.0	Canada	SC Paderborn 07	600000.0	4000.0
J. Helmer	20.0	Netherlands	AZ Alkmaar	1000000.0	
C. Doudin	31.0			575000.0	3000.0
M. Mak	26.0	Poland	Piast Gliwice	700000.0	3000.0
S. Sharahili	28.0	Saudi Arabia	Al Qadisiyah	525000.0	6000.0
N. Datković	25.0	Croatia		725000.0	2000.0
E. Lancini	24.0	Italy	Brescia	725000.0	1000.0
Jailson Acuna	30.0	Brazil	Sport Club do Recife	425000.0	4000.0
	27.0	Scotland	Milton Keynes Dons	675000.0	5000.0
J. Hardeveld	23.0	Netherlands	Heracles Almelo	700000.0	2000.0
J. Kliment	24.0	Czech Republic	VfB Stuttgart	850000.0	9000.0
R. Goreux		Haiti	Standard de Liège	475000.0	4000.0
C. Vargas	19.0	Mexico	Club América	5000000.0	6000.0
A. Fuenmayor	21.0	Venezuela	Houston Dynamo	875000.0	2000.0
R. Åhman Persson		Sweden	IK Sirius	425000.0	1000.0
M. Slavov	27.0	Ukraine	Vendsyssel FF	675000.0	4000.0
Lee Chan Dong	25.0	Korea Republic	Jeju United FC	800000.0	2000.0
D. Szymański	23.0	Poland	Wisła Płock	825000.0	2000.0
S. Stolze	23.0	Germany	 SSV Jahn Regensburg	875000.0	3000.0
B. Tekpetey	20.0	Ghana	SC Paderborn 07	1000000.0	3000.0
F. El Mellali	21.0	Algeria	Angers SCO	950000.0	6000.0
M. Doughty	25.0	Wales	Swindon Town	800000.0	5000.0
M. Szczepaniak	27.0	Poland	Miedź Legnica	675000.0	2000.0
A. Martínez	24.0	Chile	Audax Italiano	850000.0	2000.0
T. Teniste		Estonia		475000.0	2000.0
G. Korte	24.0	Netherlands	NAC Breda	800000.0	3000.0
B. Alnwick			Bolton Wanderers	400000.0	3000.0
B. Manu	21.0	Germany	Hallescher FC	1000000.0	1000.0
Jin Seong Wook	24.0	Korea Republic	Jeju United FC	925000.0	2000.0
S. Akasaki	26.0	Japan	Kawasaki Frontale	700000.0	3000.0
S. N'Guessan	23.0	Ivory Coast	AS Nancy Lorraine	875000.0	2000.0
A. Angoula	37.0	France	La Berrichonne de Châteauroux		1000.0
K. Pedersen	25.0	Denmark	Aalborg BK	3500000.0	4000.0
J. Brayford	30.0	England	Burton Albion	475000.0	
S. Suciu	28.0	Romania	Venezia FC	650000.0	2000.0
M. Ricci	24.0	Italy	Spezia	825000.0	1000.0
Morillas	31.0	Spain	CF Rayo Majadahonda	425000.0	
K. Andersen	32.0	Belgium	SC Fortuna Köln	500000.0	1000.0
F. Varela	22.0	Argentina	CF Rayo Majadahonda	1000000.0	3000.0
Júnior Negão	31.0	Brazil	Ulsan Hyundai FC		3000.0
F. Casarini	28.0	Italy	Ascoli	650000.0	2000.0
J. Omolo	28.0	Kenya	KSV Cercle Brugge	525000.0	4000.0
C. Chapman	23.0	Australia	Pohang Steelers	725000.0	2000.0
Rúben Oliveira	23.0	Portugal	CD Aves	900000.0	3000.0
S. Lizana	25.0		CD Palestino	775000.0	2000.0
K. Hidalgo	22.0	Chile	CD Huachipato	725000.0	1000.0
J. Mackie	32.0	Scotland	Oxford United	525000.0	
Han Seung Gyu	21.0	Korea Republic	Ulsan Hyundai FC		2000.0
Narcisso Mau	30.0	Brazil	Ceará Sporting Club	475000.0	6000.0
L. Angulo	22.0	Colombia	Independiente Medellín	900000.0	1000.0
E. Domaschke	32.0	Germany	SV Meppen	375000.0	1000.0
M. Nizam	27.0	Turkey	Antalyaspor	525000.0	5000.0
B. Halloran	26.0	Australia	Adelaide United	750000.0	2000.0
P. Möschl	25.0	Austria	SG Dynamo Dresden	775000.0	6000.0
	23.0	France	Córdoba CF	700000.0	2000.0
Rui Silva	22.0	Portugal	Santa Clara	1100000.0	3000.0
M. Orozco	32.0	United States	Lobos BUAP	375000.0	3000.0
M. N'Doye	26.0	Senegal	GFC Ajaccio	775000.0	2000.0
E. Sarraj	28.0	Saudi Arabia	Ohod Club	675000.0	7000.0
Fabio	29.0	Brazil	Gamba Osaka	500000.0	4000.0
J. Graham	23.0	England	Ipswich Town	850000.0	15000.0
E. Farias	29.0	Chile	Deportes Iquique	500000.0	1000.0
Mica Pinto	25.0	Portugal	Fortuna Sittard	650000.0	2000.0
J. Tanaka	30.0	Japan	Vissel Kobe	600000.0	3000.0
B. Whiteman	22.0	England		725000.0	3000.0
Nazario Serpe	26.0	Brazil	Bahia	550000.0	4000.0
I. Arce	26.0	Argentina	San Martin de Tucumán	550000.0	3000.0
R. Hollingshead	27.0	United States	FC Dallas		2000.0
	30.0	Brazil		475000.0	4000.0
Lim Chan Wool	23.0	Korea Republic	Gangwon FC	875000.0	2000.0
Joca	22.0	Portugal	Rio Ave FC	875000.0	3000.0
J. Sandoval	31.0	Uruguay	Argentinos Juniors	425000.0	4000.0
B. Knežević	21.0	Croatia	Dinamo Zagreb	750000.0	
Y. Anchico	34.0	Colombia	Independiente Medellín	325000.0	1000.0
F. Del Sole	20.0	Italy	Pescara	1000000.0	19000.0
Dálcio	22.0		Os Belenenses	900000.0	3000.0
	32.0	Italy	Lecce	375000.0	1000.0
V. Andriuškevičius	27.0	Lithuania	DC United	525000.0	2000.0
R. Clark	35.0	United States	Columbus Crew SC	150000.0	2000.0
M. Angha	24.0	Switzerland	FC Sion	825000.0	7000.0
M. Bär	26.0	Germany	VfR Aalen	750000.0	1000.0
J. Mora	25.0	Costa Rica	DC United	700000.0	2000.0
G. Rodríguez		Argentina	San Martin de Tucumán	7500000.0	4000.0
F. Diarra	26.0	Mali	La Berrichonne de Châteauroux	825000.0	2000.0
K. Igboananike	29.0	Nigeria	Örebro SK		2000.0
S. Horvath	21.0	Austria	SG Dynamo Dresden	875000.0	4000.0
J. Levi	22.0	Sweden	Rosenborg BK	950000.0	2000.0
D. Cole	23.0	England	Burton Albion	925000.0	14000.0
M. Hallberg	22.0	Sweden	Vejle Boldklub	900000.0	3000.0
Carlos Blanco	22.0	Spain	Villarreal CF		7000.0
R. Guerra	21.0	Uruguay	Gimnàstic de Tarragona	1000000.0	6000.0
S. Scannell	27.0	Republic of Ireland	Bradford City	675000.0	4000.0
J. Marquis	26.0	England	Doncaster Rovers	825000.0	4000.0
Park Gi Dong	29.0	Korea Republic	Suwon Samsung Bluewings	650000.0	3000.0
N. Jackers	20.0	Belgium	KRC Genk	750000.0	2000.0
M. Schröter	22.0	Germany	FSV Zwickau	750000.0	1000.0
L. Broź		Poland	Śląsk Wrocław	350000.0	
J. Dodoo		Ghana	Blackpool	1000000.0	13000.0
Edenildo Lagoas	30.0	Brazil	Ceará Sporting Club	475000.0	6000.0
S. Freis	33.0	Germany	 SSV Jahn Regensburg	400000.0	4000.0
E. Diaw	23.0	Senegal	Korona Kielce	725000.0	2000.0
L. Vácha		Czech Republic	Sparta Praha	500000.0	1000.0
L. Hutten	28.0	Netherlands	Fortuna Sittard	650000.0	3000.0
M. Dittgen	23.0		SV Wehen Wiesbaden	825000.0	
	26.0	Japan	Cerezo Osaka	550000.0	3000.0
D. Frick	28.0	Germany	FSV Zwickau	525000.0	1000.0
Chuca	21.0	Spain	Elche CF	975000.0	6000.0
A. Lamas	34.0	Uruguay	Atlético Tucumán	200000.0	3000.0
A. Grant	24.0	Australia	Perth Glory	525000.0	2000.0
Hwang Seok Ho	29.0	Korea Republic	Shimizu S-Pulse	500000.0	
G. Berthier	22.0			1000000.0	5000.0
E. Godoy	31.0	Chile	Curicó Unido	2100000.0	1000.0
M. Massop	24.0	Netherlands	Waasland-Beveren	700000.0	3000.0
D. Blacha	27.0	Poland	VfL Osnabrück	650000.0	2000.0
A. Angulo	21.0	Colombia	Rionegro Águilas	900000.0	1000.0
R. Niemeijer	23.0	Netherlands	FC Emmen		2000.0
Kim Ho Nam	29.0	Korea Republic	Jeju United FC	625000.0	2000.0
L. Cabrera		Chile	Audax Italiano	3200000.0	1000.0
P. Dziczek	20.0	Poland		825000.0	2000.0
L. Badiashile	20.0	France		725000.0	8000.0
H. Shipp	26.0	United States	Seattle Sounders FC	700000.0	3000.0
O. Cissokho	31.0	Senegal	US Orléans Loiret Football	575000.0	2000.0
Ricardinho	28.0	Brazil	Wisła Płock	675000.0	3000.0
P. Tomasik	30.0	Poland	Lech Poznań	475000.0	3000.0
T. Leugers	27.0	Germany	SV Meppen	600000.0	1000.0
T. Wada		Japan	Sanfrecce Hiroshima		4000.0
A. Beghetto	23.0	Italy	Frosinone	875000.0	4000.0
	32.0	Japan	Vissel Kobe	375000.0	3000.0
D. Cappelletti	26.0	Italy	Padova	625000.0	1000.0
D. Murillo	24.0	Colombia	Junior FC	725000.0	1000.0
D. Blanco	23.0	Argentina	Defensa y Justicia	975000.0	5000.0
G. Kobel	20.0	Switzerland	TSG 1899 Hoffenheim	1000000.0	4000.0
J. Bøge	28.0	Denmark	Hobro IK	500000.0	3000.0
B. Valette	25.0	France	Nîmes Olympique	525000.0	4000.0
S. Davies	30.0	England	Blackpool	625000.0	4000.0
F. Proia	22.0	Italy	Cittadella	925000.0	1000.0
C. Forrester	25.0	Republic of Ireland	Aberdeen	750000.0	2000.0
D. Balanta	24.0	Colombia	Junior FC	750000.0	1000.0
L. Montipó	22.0	Italy	Benevento	900000.0	1000.0
J. Tverskov	25.0	Denmark	Odense Boldklub	725000.0	4000.0
D. Barinov	21.0	Russia	Lokomotiv Moscow	925000.0	1000.0
M. Hughes	31.0	England	Accrington Stanley	425000.0	2000.0
S. Brandstetter	28.0	Germany	SV Wehen Wiesbaden	675000.0	3000.0
R. Seuntjens	29.0	Netherlands	VVV-Venlo	625000.0	3000.0
D. Samuel	24.0	England			11000.0
E. Palmer-Brown	21.0	United States	NAC Breda	975000.0	2000.0
Y. González	23.0	Colombia	Junior FC	850000.0	1000.0
D. van Bruggen	22.0	Netherlands	VVV-Venlo	775000.0	2000.0
G. Pacheco	29.0		CD Universidad de Concepción	475000.0	2000.0
Miguelón	22.0	Spain	Villarreal CF	850000.0	7000.0
J. Horn	31.0	Norway	Sarpsborg 08 FF	1100000.0	2000.0
E. Boldewijn	25.0	Netherlands	Notts County	775000.0	6000.0
Stéfano Pinho	27.0	Brazil	Orlando City SC	750000.0	3000.0
P. Bochniewicz	22.0	Poland	Górnik Zabrze	775000.0	6000.0
E. Caicedo	23.0	Colombia	Deportivo Cali	850000.0	1000.0
P. Sisniega		Mexico	Real Sociedad	675000.0	5000.0
F. Wadja	23.0	Cameroon	FC Lorient	750000.0	2000.0
A. Al Faraj		Saudi Arabia	Al Nassr	500000.0	10000.0
S. Al Muwallad	27.0	Saudi Arabia	Al Ahli	600000.0	10000.0
Yang Cheng	32.0	China PR	Hebei China Fortune FC	375000.0	3000.0
N. Douchez	38.0	France	Red Star FC	40000.0	1000.0
U. Jenssen	21.0	Norway		925000.0	3000.0
C. Dawson	22.0	England	Sheffield Wednesday	6000000.0	5000.0
F. Gino	25.0	Uruguay	Club Atlético Aldosivi	850000.0	4000.0
C. Carrillo	25.0	Colombia	Millonarios FC	700000.0	1000.0
D. Palacios	18.0	Ecuador	Willem II	775000.0	1000.0
A. Baclet	32.0	France	Cosenza	525000.0	1000.0
E. Jääger	33.0	Estonia	Vålerenga Fotball	260000.0	2000.0
M. Hofmann	24.0	Austria	SK Rapid Wien	675000.0	4000.0
J. Jach	24.0	Poland	Çaykur Rizespor	775000.0	11000.0
L. Escorcia	21.0		Jaguares de Córdoba	925000.0	1000.0
R. Rebolledo	21.0	Chile	Universidad Católica	700000.0	2000.0
Ander Guevara	20.0	Spain	Real Sociedad	1000000.0	6000.0
D. Drescher	28.0	Austria	SKN St. Pölten	525000.0	5000.0
J. Gammelby	23.0	Denmark	Brøndby IF	850000.0	6000.0
J. Watts	26.0	United States	Houston Dynamo	675000.0	2000.0
R. O'Donovan	32.0	Republic of Ireland	Newcastle Jets	525000.0	2000.0
J. Rodríguez	22.0	Mexico	Club León	69500000.0	7000.0
	37.0	Czech Republic	Sparta Praha		1000.0
N. Vergos	22.0	Greece	Panathinaikos FC	1000000.0	1000.0
R. Nyambe	20.0	Namibia	Blackburn Rovers	1000000.0	8000.0
E. Reséndez	22.0	Mexico	Monterrey	850000.0	7000.0
D. Widgren	24.0	Sweden	Östersunds FK	700000.0	2000.0
A. Cocco	32.0	Italy	Pescara	525000.0	2000.0
O. Kefkir	26.0	Germany	KFC Uerdingen 05	700000.0	3000.0
J. Tutuarima	25.0	Netherlands		675000.0	2000.0
Bruno Leite	23.0	Cape Verde	FK Haugesund		2000.0
J. Meekings	25.0	England	Dundee FC	675000.0	2000.0
G. Lloris	22.0	France	OGC Nice	750000.0	7000.0
M. Konczkowski	24.0	Poland	Piast Gliwice	675000.0	2000.0
A. Jovanović	28.0	Australia	Jeju United FC	825000.0	2000.0
C. Depres	23.0	France	Nîmes Olympique	850000.0	5000.0
B. Cufré	21.0	Argentina	Vélez Sarsfield	975000.0	3000.0
R. Boguski	34.0	Poland	Wisła Kraków		3000.0
A. Jacobsen	28.0	Denmark	Odense Boldklub	675000.0	5000.0
	21.0	Belgium	Standard de Liège	850000.0	6000.0
	30.0	Colombia	América de Cali	475000.0	2000.0
E. Capradossi	22.0	Italy	Spezia	850000.0	12000.0
F. Perucchini	26.0	Italy	Ascoli	575000.0	1000.0
T. Agyepong	22.0	Ghana	Hibernian	900000.0	2000.0
G. Kharaishvili	21.0	Georgia	IFK Göteborg	950000.0	1000.0
J. Baldwin	25.0	England	Sunderland	725000.0	4000.0
R. Dekker	23.0	Netherlands	PEC Zwolle	850000.0	
R. Ramírez		Venezuela	Fortuna Sittard	1800000.0	2000.0
S. Fischer	29.0	Netherlands	Vendsyssel FF	500000.0	4000.0
L. Kelly	28.0		Coventry City	1200000.0	3000.0
C. Dorda	29.0	Germany		475000.0	3000.0
N. Næss		Norway	SC Heerenveen		3000.0
D. Asprilla	26.0	Colombia	Portland Timbers	2300000.0	3000.0
K. Endo	20.0	Japan	Yokohama F. Marinos	950000.0	2000.0
A. Acosta	30.0	Mexico	Tigres U.A.N.L.	475000.0	13000.0
S. Carruthers		Republic of Ireland	Oxford United	800000.0	4000.0
P. Mpanzu	24.0		Luton Town	850000.0	
G. Milan		Argentina	Tiburones Rojos de Veracruz	475000.0	3000.0
K. Chiba	33.0	Japan	Sanfrecce Hiroshima	260000.0	4000.0
C. Doyle		Republic of Ireland	Heart of Midlothian	325000.0	2000.0
Fran Rodríguez	23.0	Spain	UD Almería	750000.0	2000.0
S. Jakubiak	25.0	Germany	Heracles Almelo	700000.0	2000.0
M. Buchalik	29.0	Poland	Wisła Kraków	500000.0	2000.0
N. Proschwitz	31.0	Germany	SV Meppen	575000.0	1000.0
	29.0	Colombia	Millonarios FC	475000.0	2000.0
H. Iikura	32.0	Japan	Yokohama F. Marinos	375000.0	2000.0
K. Gehring	30.0	Germany	SG Sonnenhof Großaspach	475000.0	2000.0
P. McGowan	30.0		Dundee FC	600000.0	3000.0
J. Pierazzi	33.0	France	GFC Ajaccio	260000.0	2000.0
Wang Yongpo	31.0	China PR	Tianjin Quanjian FC	550000.0	7000.0
M. Sánchez	30.0	Argentina	San Martín de San Juan		4000.0
S. Gannon	26.0	Republic of Ireland	Dundalk	625000.0	1000.0
C. Taylor	31.0	England	Blackpool	6000000.0	3000.0
R. Lange	29.0	Germany	FSV Zwickau	475000.0	1000.0
A. Keita	26.0	Guinea	Os Belenenses	800000.0	3000.0
B. Gueye	23.0	Senegal	SC Paderborn 07	900000.0	4000.0
K. Wagner	21.0	Germany	FC Würzburger Kickers	725000.0	2000.0
Xisco Campos	36.0	Spain		70000.0	2000.0
	24.0	Scotland	Rotherham United	675000.0	8000.0
C. Conway	33.0	Scotland	Blackburn Rovers	400000.0	12000.0
Jajá	23.0	Brazil	Kalmar FF	825000.0	1000.0
A. Vanins	38.0	Latvia	FC Zürich	40000.0	2000.0
O. Mendoza	29.0	Mexico	Club Tijuana	475000.0	
A. Faltsetas	30.0	Sweden	BK Häcken	600000.0	2000.0
J. Elsey		Australia	Adelaide United	675000.0	1000.0
D. Martin	32.0	England	Millwall	375000.0	3000.0
Gu Cao	30.0	China PR	Henan Jianye FC	475000.0	4000.0
L. Strizzolo	26.0	Italy	Cittadella	825000.0	1000.0
Juan Rodríguez	23.0	Spain	Real Sporting de Gijón	750000.0	3000.0
S. Moyano	27.0	Argentina		550000.0	3000.0
A. Schetino	24.0	Uruguay	Cosenza		11000.0
A. Caci	21.0	France	RC Strasbourg Alsace	925000.0	4000.0
V. Janjetović	30.0	Australia	Western Sydney Wanderers	425000.0	2000.0
T. Valls	22.0	France	Nîmes Olympique		5000.0
P. Herrmann	30.0	Germany	Holstein Kiel	9500000.0	4000.0
C. Ramsebner	29.0	Austria	LASK Linz	500000.0	4000.0
L. Martinelli	29.0	Italy	Foggia	500000.0	1000.0
Freire	28.0	Brazil	Shimizu S-Pulse	525000.0	2000.0
T. Černý	33.0	Czech Republic	Aberdeen	325000.0	2000.0
N. Spalek	21.0	Slovakia	Brescia	1000000.0	1000.0
N. Madonna	31.0	Italy	Padova	425000.0	1000.0
M. Kobras	32.0	Austria	SCR Altach	375000.0	3000.0
N. Bärkroth	26.0	Sweden	Djurgårdens IF	750000.0	
M. Busellato	25.0	Italy	Foggia	775000.0	1000.0
M. Stein	32.0	Germany	FC Energie Cottbus	375000.0	1000.0
N. Bertrams	25.0	Netherlands	FC Nordsjælland		3000.0
A. Doukha	31.0	Algeria	Al Raed	400000.0	5000.0
E. Quiñones	29.0	Colombia	Millonarios FC	625000.0	2000.0
A. Sørensen	22.0		 SSV Jahn Regensburg	850000.0	8000.0
Wang Zhuo	28.0	China PR	Guizhou Hengfeng FC	525000.0	4000.0
B. Easton			St. Johnstone FC	475000.0	2000.0
A. Boyle	27.0	Republic of Ireland	Dundee FC	625000.0	4000.0
V. Kravets	20.0		CD Lugo	900000.0	2000.0
N. Law	30.0	England	Exeter City	600000.0	4000.0
Basilio	34.0	Spain	CF Rayo Majadahonda	260000.0	2000.0
K. Pearce	28.0	Barbados	Mansfield Town		6000.0
	35.0	Poland	Wisła Kraków	300000.0	2000.0
L. Ravanelli	21.0	Italy	Padova	875000.0	9000.0
A. Taylor	27.0	Wales	Northampton Town	600000.0	5000.0
M. Nalepa	25.0	Poland		725000.0	3000.0
Lee Myung Jae	24.0	Korea Republic	Ulsan Hyundai FC	700000.0	2000.0
Tang Xin	27.0	China PR	Guizhou Hengfeng FC	525000.0	4000.0
	25.0	Argentina	San Martin de Tucumán	675000.0	3000.0
H. El Sayed	26.0	Egypt		625000.0	8000.0
D. Horst	32.0	United States		375000.0	2000.0
Álex Barrera	27.0			725000.0	
Ricardo Vaz	23.0	Portugal	CF Reus Deportiu	850000.0	2000.0
L. Röser	24.0	Germany	SG Dynamo Dresden	900000.0	6000.0
C. Feraud	27.0	Ecuador	Al Hazem	550000.0	4000.0
